model-1615048505, 1615048516.295, 0.76, 0.176, 0.68,0.1996
model-1615048505, 1615048516.343, 0.76, 0.173, 0.75,0.1798
model-1615048505, 1615048516.394, 0.74, 0.1717, 0.81,0.1309
model-1615048505, 1615048516.442, 0.67, 0.2079, 0.78,0.1591
model-1615048505, 1615048516.492, 0.84, 0.1275, 0.79,0.1466
model-1615048505, 1615048516.54, 0.67, 0.186, 0.77,0.1662
model-1615048505, 1615048516.59, 0.74, 0.167, 0.74,0.1814
model-1615048505, 1615048516.642, 0.82, 0.1523, 0.75,0.1886
model-1615048505, 1615048516.688, 0.7, 0.2005, 0.61,0.2254
model-1615048505, 1615048516.739, 0.75, 0.1536, 0.72,0.1868
model-1615048505, 1615048516.786, 0.73, 0.1843, 0.71,0.1782
model-1615048505, 1615048516.838, 0.69, 0.1805, 0.72,0.1989
model-1615048505, 1615048516.887, 0.8, 0.1741, 0.72,0.1788
model-1615048505, 1615048516.942, 0.72, 0.1931, 0.74,0.1667
model-1615048505, 1615048516.994, 0.75, 0.1612, 0.74,0.1713
model-1615048505, 1615048517.045, 0.84, 0.1531, 0.75,0.1611
model-1615048505, 1615048517.092, 0.85, 0.1005, 0.78,0.1473
model-1615048505, 1615048517.145, 0.76, 0.1643, 0.77,0.1637
model-1615048505, 1615048517.199, 0.73, 0.1716, 0.79,0.1615
model-1615048505, 1615048517.25, 0.67, 0.2, 0.75,0.1806
model-1615048505, 1615048517.296, 0.72, 0.1718, 0.81,0.1506
model-1615048505, 1615048517.343, 0.69, 0.2014, 0.76,0.1576
model-1615048505, 1615048517.394, 0.72, 0.1848, 0.76,0.1699
model-1615048505, 1615048517.444, 0.73, 0.1935, 0.75,0.1676
model-1615048505, 1615048517.494, 0.73, 0.1787, 0.69,0.2065
model-1615048505, 1615048517.54, 0.75, 0.1588, 0.78,0.1472
model-1615048505, 1615048517.589, 0.65, 0.2271, 0.7,0.1891
model-1615048505, 1615048517.634, 0.75, 0.1539, 0.67,0.2107
model-1615048505, 1615048517.683, 0.73, 0.1609, 0.82,0.1427
model-1615048505, 1615048517.732, 0.71, 0.1754, 0.67,0.2064
model-1615048505, 1615048517.779, 0.78, 0.1492, 0.75,0.1841
model-1615048505, 1615048517.828, 0.7, 0.19, 0.67,0.2115
model-1615048505, 1615048517.874, 0.75, 0.1657, 0.67,0.2085
model-1615048505, 1615048517.923, 0.63, 0.2153, 0.71,0.1798
model-1615048505, 1615048517.97, 0.83, 0.144, 0.75,0.1532
model-1615048505, 1615048518.021, 0.77, 0.1549, 0.74,0.1496
model-1615048505, 1615048518.068, 0.7, 0.1758, 0.71,0.1976
model-1615048505, 1615048518.115, 0.76, 0.1646, 0.66,0.207
model-1615048505, 1615048518.172, 0.76, 0.1706, 0.77,0.1643
model-1615048505, 1615048518.22, 0.72, 0.1827, 0.82,0.1295
model-1615048505, 1615048518.272, 0.79, 0.143, 0.73,0.1744
model-1615048505, 1615048518.318, 0.72, 0.1637, 0.74,0.1769
model-1615048505, 1615048518.372, 0.65, 0.2284, 0.59,0.2355
model-1615048505, 1615048518.42, 0.79, 0.1716, 0.77,0.1751
model-1615048505, 1615048518.467, 0.77, 0.1542, 0.76,0.178
model-1615048505, 1615048518.517, 0.81, 0.1455, 0.65,0.2212
model-1615048505, 1615048518.564, 0.68, 0.19, 0.71,0.1898
model-1615048505, 1615048518.612, 0.73, 0.1876, 0.76,0.1559
model-1615048505, 1615048518.662, 0.76, 0.1621, 0.74,0.1692
model-1615048505, 1615048518.711, 0.72, 0.187, 0.65,0.2143
model-1615048505, 1615048518.758, 0.7, 0.1929, 0.76,0.1759
model-1615048505, 1615048518.805, 0.77, 0.1586, 0.7,0.1814
model-1615048505, 1615048518.855, 0.87, 0.1268, 0.69,0.2154
model-1615048505, 1615048518.907, 0.81, 0.1449, 0.7,0.1988
model-1615048505, 1615048518.963, 0.72, 0.168, 0.77,0.1402
model-1615048505, 1615048519.013, 0.71, 0.208, 0.71,0.1848
model-1615048505, 1615048519.063, 0.74, 0.1717, 0.78,0.1481
model-1615048505, 1615048519.11, 0.74, 0.1837, 0.81,0.1448
model-1615048505, 1615048519.156, 0.73, 0.1773, 0.81,0.1596
model-1615048505, 1615048519.218, 0.76, 0.1508, 0.71,0.2055
model-1615048505, 1615048519.268, 0.68, 0.2341, 0.76,0.1723
model-1615048505, 1615048519.318, 0.78, 0.1442, 0.75,0.1724
model-1615048505, 1615048519.366, 0.83, 0.1322, 0.74,0.1745
model-1615048505, 1615048519.416, 0.77, 0.1763, 0.69,0.1926
model-1615048505, 1615048519.466, 0.81, 0.1471, 0.74,0.1939
model-1615048505, 1615048519.513, 0.76, 0.1604, 0.81,0.154
model-1615048505, 1615048519.564, 0.76, 0.1661, 0.71,0.1821
model-1615048505, 1615048519.61, 0.74, 0.1781, 0.7,0.2001
model-1615048505, 1615048519.659, 0.76, 0.1523, 0.8,0.132
model-1615048505, 1615048519.705, 0.72, 0.1805, 0.73,0.1866
model-1615048505, 1615048519.755, 0.77, 0.1626, 0.71,0.206
model-1615048505, 1615048519.806, 0.68, 0.21, 0.73,0.1893
model-1615048505, 1615048519.854, 0.86, 0.1399, 0.75,0.1758
model-1615048505, 1615048519.903, 0.77, 0.1533, 0.77,0.1594
model-1615048505, 1615048519.95, 0.85, 0.1247, 0.66,0.2084
model-1615048505, 1615048520.0, 0.78, 0.1555, 0.7,0.1844
model-1615048505, 1615048520.046, 0.79, 0.1408, 0.8,0.1603
model-1615048505, 1615048520.095, 0.8, 0.1618, 0.66,0.2223
model-1615048505, 1615048520.146, 0.72, 0.186, 0.8,0.1464
model-1615048505, 1615048520.204, 0.85, 0.1114, 0.76,0.1724
model-1615048505, 1615048520.255, 0.76, 0.1648, 0.74,0.1719
model-1615048505, 1615048520.304, 0.78, 0.1445, 0.73,0.1725
model-1615048505, 1615048520.351, 0.81, 0.1497, 0.8,0.1473
model-1615048505, 1615048520.402, 0.71, 0.1914, 0.72,0.1751
model-1615048505, 1615048520.453, 0.77, 0.1382, 0.78,0.1558
model-1615048505, 1615048520.499, 0.68, 0.2044, 0.76,0.1561
model-1615048505, 1615048520.548, 0.8, 0.1428, 0.76,0.1604
model-1615048505, 1615048520.595, 0.69, 0.2127, 0.74,0.148
model-1615048505, 1615048520.643, 0.77, 0.1789, 0.76,0.1549
model-1615048505, 1615048520.698, 0.77, 0.15, 0.73,0.1817
model-1615048505, 1615048520.75, 0.8, 0.1471, 0.73,0.1711
model-1615048505, 1615048520.799, 0.88, 0.0994, 0.73,0.1642
model-1615048505, 1615048520.847, 0.7, 0.1824, 0.73,0.1756
model-1615048505, 1615048520.898, 0.79, 0.1557, 0.73,0.1831
model-1615048505, 1615048520.949, 0.77, 0.1589, 0.72,0.1867
model-1615048505, 1615048521.002, 0.86, 0.126, 0.74,0.1649
model-1615048505, 1615048521.05, 0.75, 0.1777, 0.73,0.1703
model-1615048505, 1615048521.101, 0.75, 0.185, 0.78,0.1404
model-1615048505, 1615048521.15, 0.76, 0.1697, 0.78,0.155
model-1615048505, 1615048521.202, 0.74, 0.1594, 0.75,0.1871
model-1615048505, 1615048521.259, 0.78, 0.1508, 0.8,0.1321
model-1615048505, 1615048521.31, 0.72, 0.2063, 0.77,0.1529
model-1615048505, 1615048521.358, 0.81, 0.1284, 0.71,0.1856
model-1615048505, 1615048521.408, 0.74, 0.1485, 0.73,0.188
model-1615048505, 1615048521.455, 0.78, 0.1524, 0.72,0.1994
model-1615048505, 1615048521.509, 0.81, 0.1341, 0.7,0.1944
model-1615048505, 1615048521.556, 0.72, 0.1772, 0.76,0.1675
model-1615048505, 1615048521.605, 0.79, 0.157, 0.71,0.1931
model-1615048505, 1615048521.652, 0.71, 0.2001, 0.76,0.1748
model-1615048505, 1615048521.699, 0.84, 0.1278, 0.76,0.1603
model-1615048505, 1615048521.749, 0.83, 0.1301, 0.69,0.1726
model-1615048505, 1615048521.797, 0.77, 0.1483, 0.64,0.2018
model-1615048505, 1615048521.846, 0.72, 0.1666, 0.77,0.152
model-1615048505, 1615048521.893, 0.77, 0.1686, 0.81,0.1312
model-1615048505, 1615048521.943, 0.8, 0.1721, 0.67,0.1987
model-1615048505, 1615048521.99, 0.82, 0.1339, 0.7,0.1943
model-1615048505, 1615048522.036, 0.71, 0.1729, 0.77,0.1618
model-1615048505, 1615048522.091, 0.68, 0.2034, 0.78,0.1686
model-1615048505, 1615048522.139, 0.81, 0.1496, 0.78,0.1546
model-1615048505, 1615048522.188, 0.79, 0.1408, 0.76,0.183
model-1615048505, 1615048522.242, 0.83, 0.1328, 0.69,0.1947
model-1615048505, 1615048522.292, 0.72, 0.1836, 0.71,0.1903
model-1615048505, 1615048522.341, 0.72, 0.1816, 0.72,0.18
model-1615048505, 1615048522.39, 0.77, 0.1546, 0.71,0.1908
model-1615048505, 1615048522.44, 0.73, 0.1785, 0.76,0.17
model-1615048505, 1615048522.488, 0.75, 0.1668, 0.72,0.1923
model-1615048505, 1615048522.537, 0.77, 0.1566, 0.62,0.1938
model-1615048505, 1615048522.584, 0.83, 0.1247, 0.78,0.1558
model-1615048505, 1615048522.637, 0.79, 0.1365, 0.8,0.1239
model-1615048505, 1615048522.688, 0.75, 0.1491, 0.78,0.16
model-1615048505, 1615048522.736, 0.71, 0.2035, 0.72,0.1717
model-1615048505, 1615048522.787, 0.76, 0.1578, 0.76,0.1825
model-1615048505, 1615048522.833, 0.76, 0.1853, 0.79,0.1438
model-1615048505, 1615048522.882, 0.76, 0.1525, 0.79,0.1717
model-1615048505, 1615048522.931, 0.8, 0.1466, 0.74,0.1882
model-1615048505, 1615048522.982, 0.73, 0.2026, 0.76,0.1678
model-1615048505, 1615048523.029, 0.83, 0.1237, 0.72,0.1939
model-1615048505, 1615048523.075, 0.86, 0.1241, 0.76,0.1719
model-1615048505, 1615048523.126, 0.79, 0.1643, 0.65,0.2259
model-1615048505, 1615048523.176, 0.83, 0.1397, 0.74,0.1668
model-1615048505, 1615048523.226, 0.77, 0.1583, 0.74,0.1712
model-1615048505, 1615048523.279, 0.78, 0.1625, 0.75,0.1672
model-1615048505, 1615048523.329, 0.74, 0.186, 0.82,0.1291
model-1615048505, 1615048523.377, 0.82, 0.1405, 0.74,0.1694
model-1615048505, 1615048523.423, 0.72, 0.1774, 0.68,0.2043
model-1615048505, 1615048523.477, 0.76, 0.1575, 0.7,0.1966
model-1615048505, 1615048523.525, 0.72, 0.1972, 0.75,0.1606
model-1615048505, 1615048523.575, 0.83, 0.1313, 0.84,0.1109
model-1615048505, 1615048523.625, 0.81, 0.133, 0.82,0.1431
model-1615048505, 1615048523.685, 0.85, 0.1176, 0.8,0.1206
model-1615048505, 1615048523.733, 0.82, 0.1393, 0.77,0.158
model-1615048505, 1615048523.783, 0.84, 0.13, 0.83,0.136
model-1615048505, 1615048523.835, 0.83, 0.1388, 0.78,0.1613
model-1615048505, 1615048523.882, 0.73, 0.1704, 0.81,0.1424
model-1615048505, 1615048523.931, 0.9, 0.0916, 0.77,0.1421
model-1615048505, 1615048523.98, 0.77, 0.1641, 0.74,0.1913
model-1615048599, 1615048599.718, 0.5, 0.2499, 0.45,0.2514
model-1615048599, 1615048599.766, 0.56, 0.2478, 0.5,0.2505
model-1615048599, 1615048599.815, 0.53, 0.2476, 0.54,0.2465
model-1615048599, 1615048599.866, 0.51, 0.2479, 0.44,0.2523
model-1615048599, 1615048599.915, 0.63, 0.2469, 0.52,0.2513
model-1615048599, 1615048599.976, 0.46, 0.2593, 0.51,0.2486
model-1615048599, 1615048600.024, 0.38, 0.2626, 0.53,0.2474
model-1615048599, 1615048600.076, 0.49, 0.2481, 0.55,0.2488
model-1615048599, 1615048600.125, 0.55, 0.2465, 0.54,0.2474
model-1615048599, 1615048600.175, 0.57, 0.2422, 0.57,0.2368
model-1615048599, 1615048600.223, 0.59, 0.2385, 0.52,0.249
model-1615048599, 1615048600.287, 0.55, 0.2453, 0.61,0.2335
model-1615048599, 1615048600.336, 0.54, 0.2436, 0.58,0.2401
model-1615048599, 1615048600.388, 0.58, 0.2429, 0.55,0.2488
model-1615048599, 1615048600.435, 0.61, 0.2351, 0.59,0.2376
model-1615048599, 1615048600.484, 0.58, 0.246, 0.59,0.2402
