model-1615048635, 1615048649.129, 0.72, 0.1944, 0.82,0.1318
model-1615048635, 1615048649.18, 0.74, 0.1628, 0.75,0.1719
model-1615048635, 1615048649.228, 0.77, 0.1376, 0.75,0.1525
model-1615048635, 1615048649.283, 0.78, 0.1424, 0.74,0.1674
model-1615048635, 1615048649.331, 0.75, 0.1617, 0.72,0.1768
model-1615048635, 1615048649.378, 0.74, 0.1996, 0.85,0.1303
model-1615048635, 1615048649.429, 0.78, 0.159, 0.74,0.1402
model-1615048635, 1615048649.476, 0.77, 0.1621, 0.8,0.1333
model-1615048635, 1615048649.525, 0.69, 0.1894, 0.78,0.1427
model-1615048635, 1615048649.575, 0.79, 0.164, 0.81,0.1429
model-1615048635, 1615048649.626, 0.66, 0.2082, 0.81,0.1413
model-1615048635, 1615048649.679, 0.82, 0.1306, 0.74,0.1826
model-1615048635, 1615048649.725, 0.84, 0.1246, 0.8,0.1539
model-1615048635, 1615048649.776, 0.8, 0.1504, 0.78,0.1495
model-1615048635, 1615048649.822, 0.82, 0.1366, 0.75,0.1751
model-1615048635, 1615048649.876, 0.74, 0.1568, 0.8,0.144
model-1615048635, 1615048649.924, 0.75, 0.1775, 0.74,0.1687
model-1615048635, 1615048649.973, 0.74, 0.1898, 0.81,0.1207
model-1615048635, 1615048650.02, 0.79, 0.1332, 0.72,0.1667
model-1615048635, 1615048650.066, 0.8, 0.1667, 0.78,0.1443
model-1615048635, 1615048650.121, 0.82, 0.1462, 0.75,0.1632
model-1615048635, 1615048650.169, 0.71, 0.1879, 0.72,0.2074
model-1615048635, 1615048650.217, 0.76, 0.1673, 0.77,0.1631
model-1615048635, 1615048650.264, 0.79, 0.15, 0.72,0.1888
model-1615048635, 1615048650.314, 0.82, 0.1334, 0.73,0.1762
model-1615048635, 1615048650.36, 0.74, 0.1829, 0.72,0.1999
model-1615048635, 1615048650.408, 0.77, 0.1694, 0.77,0.1559
model-1615048635, 1615048650.465, 0.82, 0.1442, 0.8,0.153
model-1615048635, 1615048650.513, 0.76, 0.1682, 0.67,0.195
model-1615048635, 1615048650.563, 0.81, 0.1259, 0.78,0.1419
model-1615048635, 1615048650.61, 0.76, 0.1592, 0.75,0.176
model-1615048635, 1615048650.669, 0.78, 0.1587, 0.72,0.1792
model-1615048635, 1615048650.717, 0.88, 0.115, 0.67,0.1968
model-1615048635, 1615048650.769, 0.76, 0.1579, 0.79,0.1574
model-1615048635, 1615048650.816, 0.84, 0.1251, 0.73,0.171
model-1615048635, 1615048650.864, 0.75, 0.1536, 0.75,0.1703
model-1615048635, 1615048650.915, 0.76, 0.1493, 0.8,0.166
model-1615048635, 1615048650.963, 0.79, 0.1449, 0.76,0.1641
model-1615048635, 1615048651.012, 0.73, 0.1835, 0.76,0.1647
model-1615048635, 1615048651.067, 0.79, 0.1393, 0.74,0.1732
model-1615048635, 1615048651.12, 0.83, 0.1373, 0.72,0.1712
model-1615048635, 1615048651.17, 0.91, 0.0954, 0.75,0.1695
model-1615048635, 1615048651.221, 0.8, 0.1332, 0.83,0.1401
model-1615048635, 1615048651.269, 0.78, 0.1438, 0.84,0.1239
model-1615048635, 1615048651.323, 0.78, 0.1887, 0.71,0.1816
model-1615048635, 1615048651.371, 0.84, 0.1219, 0.79,0.1413
model-1615048635, 1615048651.422, 0.77, 0.175, 0.78,0.1384
model-1615048635, 1615048651.469, 0.77, 0.1681, 0.74,0.1762
model-1615048635, 1615048651.517, 0.74, 0.1511, 0.72,0.2166
model-1615048635, 1615048651.567, 0.83, 0.1212, 0.79,0.1631
model-1615048635, 1615048651.615, 0.78, 0.1461, 0.7,0.1828
model-1615048635, 1615048651.67, 0.69, 0.2114, 0.78,0.167
model-1615048635, 1615048651.721, 0.78, 0.1479, 0.66,0.2165
model-1615048635, 1615048651.771, 0.79, 0.1534, 0.74,0.1727
model-1615048635, 1615048651.818, 0.81, 0.1476, 0.8,0.1503
model-1615048635, 1615048651.867, 0.81, 0.1343, 0.74,0.1526
model-1615048635, 1615048651.913, 0.78, 0.1462, 0.78,0.1564
model-1615048635, 1615048651.96, 0.77, 0.1443, 0.78,0.1547
model-1615048635, 1615048652.014, 0.77, 0.1738, 0.75,0.1614
model-1615048635, 1615048652.062, 0.8, 0.1368, 0.8,0.1425
model-1615048635, 1615048652.113, 0.81, 0.1407, 0.76,0.1736
model-1615048635, 1615048652.16, 0.78, 0.1533, 0.75,0.1714
model-1615048635, 1615048652.211, 0.8, 0.1452, 0.73,0.1714
model-1615048635, 1615048652.258, 0.81, 0.1443, 0.66,0.2113
model-1615048635, 1615048652.308, 0.74, 0.1839, 0.69,0.2102
model-1615048635, 1615048652.355, 0.86, 0.1212, 0.69,0.1843
